main_set,subset,subset_id,card_number,copies,card_names,card_ids
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,1,2,Apocalypse | Maggot,"530077, 530157"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,2,2,Archangel | Marrow,"530075, 530158"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,3,2,Banshee | Reyes,"530078, 530159"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,4,2,Beast | Wisdom,"530079, 530160"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,5,2,Bishop | Fatale,"530098, 530161"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,6,2,Aurora | Cable,"530109, 530162"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,7,2,Cannonball | Mystique,"530110, 530163"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - 1997 Fleer/SkyBox X-Men '97 Timelines,12174,8,2,Colossus | White Queen,"530112, 530164"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,1,2,Apocalypse | Maggot,"21873, 337166"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,2,2,Archangel | Marrow,"21884, 337167"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,3,2,Banshee | Reyes,"21895, 337168"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,4,2,Beast | Wisdom,"21906, 337169"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,5,2,Bishop | Fatale,"21917, 337170"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,6,2,Aurora | Cable,"21928, 337171"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,7,2,Cannonball | Mystique,"21939, 337172"
1997 Fleer/SkyBox X-Men '97 Timelines,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,7309,8,2,Colossus | White Queen,"21950, 337173"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,1,2,Hunted in Hong Kong | Shakti,"530166, 530255"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,2,2,Bloodhawk | Lokjaw the Tracker,"530177, 530256"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,3,2,Luna | Sparring Partners,"530229, 530257"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,4,2,Skullfire | The Prey Revealed,"530183, 530258"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,5,2,The Architect | Turning the Tables,"530248, 530259"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,6,2,Lokjaw | Ultimatum,"530215, 530260"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,7,2,Memphis | Power Surge,"530191, 530261"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,8,2,Pandora | The Surprise Savior,"530202, 530262"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - 1997 Fleer/SkyBox X-Men 2099 Oasis,12175,9,2,Kindness from a Stranger | Triumverate,"530213, 530263"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,1,2,Hunted in Hong Kong | Shakti,"21781, 337148"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,2,2,Bloodhawk | Lokjaw the Tracker,"21792, 337149"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,3,2,Luna | Sparring Partners,"21803, 337150"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,4,2,Skullfire | The Prey Revealed,"21814, 337151"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,5,2,The Architect | Turning the Tables,"21825, 337152"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,6,2,Lokjaw | Ultimatum,"21836, 337153"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,7,2,Memphis | Power Surge,"21847, 337154"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,8,2,Pandora | The Surprise Savior,"21858, 337155"
1997 Fleer/SkyBox X-Men 2099 Oasis,1997 Fleer/SkyBox X-Men 2099 Oasis - Chromium,7311,9,2,Kindness from a Stranger | Triumverate,"21869, 337156"
1997 Ultra Spider-Man,1997 Ultra Spider-Man - 1997 Ultra Spider-Man,12186,81,2,Checklist | Spider-Man 97' ChecklistCL,"530857, 530921"
1997 Ultra Spider-Man,1997 Ultra Spider-Man - Blue Foil,11959,81,2,Checklist | Spider-Man 97' ChecklistCL,"21698, 109179"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - 2000 Topps X-Men The Movie,12176,1,2,Hobby Box | X-Men The Movie,"530264, 530265"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Chrome,7313,1,2,Hobby Box | X-Men The Movie,"22264, 22265"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL1,2,Cyclops | Cyclops (Photo),"22337, 337189"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL10,2,Toad | Toad (Photo),"22338, 337198"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL11,2,Toad | Toad (Art),"22339, 337199"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL12,2,Magneto | Magneto (Art),"22340, 337200"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL2,2,Jean Grey | Jean Grey (Photo),"22341, 337190"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL3,2,Storm | Storm (Photo),"22342, 337191"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL4,2,Wolverine | Wolverine (Photo),"22343, 337192"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL5,2,Cyclops | Cyclops (Art),"22344, 337193"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL6,2,Wolverine | Wolverine (Art),"22345, 337194"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL7,2,Magneto | Magneto (Photo),"22346, 337195"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL8,2,Mystique | Mystique (Photo),"22347, 337196"
2000 Topps X-Men The Movie,2000 Topps X-Men The Movie - Clear Cling,7314,CL9,2,Sabretooth | Sabretooth (Photo),"22348, 337197"
2001 Topps Marvel Legends,2001 Topps Marvel Legends - Foil,2789,72,2,Checklist | Marvel Legends Checklist CL,"22500, 184921"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,1,2,Ahab | Masterpieces,"22719, 22720"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,10,2,Cloak | Dr. Doom,"22721, 22722"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,11,2,Colossus | Egghead,"22723, 22724"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,12,2,Crimson Commando | Elektra,"22725, 22726"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,13,2,Cyclops | Enchantress,"22727, 22728"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,14,2,Daredevil | Fin Fang Foom,"22729, 22730"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,15,2,Dazzler | Green Goblin,"22731, 22732"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,16,2,Dead Girl | Grey Gargoyle,"22733, 22734"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,17,2,Destiny | Hobgoblin,"22735, 22736"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,18,2,Dr. Doom | Jack O'Lantern,"22737, 22738"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,19,2,Dr. Octopus | Juggernaut,"22739, 22740"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,2,2,Annihilus | Archangel,"22741, 22742"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,20,2,Dr. Spectrum | Kang,"22743, 22744"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,21,2,Dr. Strange | The Kingpin,"22745, 22746"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,22,2,Egghead | Klaw,"22747, 22748"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,23,2,Elektra | Kraven The Hunter,"22749, 22750"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,24,2,Emma Frost | Magneto,"22751, 22752"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,25,2,Enchantress | Master Mold,"22753, 22754"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,26,2,Firestar | Maximus,"22755, 22756"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,27,2,Galactus | Mephisto,"22757, 22758"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,28,2,Ghost Rider | Mister Hyde,"22759, 22760"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,29,2,Green Goblin | Mister Sinister,"22761, 22762"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,3,2,Baron Zemo | The Beast,"22763, 22764"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,30,2,Hammerhead: Tombstone | Nightmare,"22765, 22766"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,31,2,Hellcat | Nimrod,"22767, 22768"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,32,2,Hellstorm | Onslaught,"22769, 22770"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,33,2,Howard the Duck | Quagmire,"22771, 22772"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,34,2,Radioactive Man | The Hulk,"22773, 22774"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,35,2,Human Torch | Sabretooth,"22775, 22776"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,36,2,Iceman | Sentinels,"22777, 22778"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,37,2,Invisible Woman | Skrull,"22779, 22780"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,38,2,Iron Man | Spiral,"22781, 22782"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,39,2,J. Jonah Jameson | Super-Skrull,"22783, 22784"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,4,2,Black Tom | The Beetle,"22785, 22786"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,40,2,Jean Grey: Moira McTaggert | Terrax The Tamer,"22787, 22788"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,41,2,Jubilee | The Tinkerer,"22789, 22790"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,42,2,Kang | Titania,"22791, 22792"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,43,2,Ka-Zar | Typhoid Mary,"22793, 22794"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,44,2,Kingpin | Venom,"22795, 22796"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,45,2,Kraven the Hunter | The Wrecking Crew,"22797, 22798"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,46,2,Adamantium Extraction | Lady Deathstrike: Rogue,"22799, 22800"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,47,2,Archenemies | Machine Man,"22801, 22802"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,48,2,Bloody Battle | Magneto,"22803, 22804"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,49,2,Caught! | Medusa,"22805, 22806"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,5,2,Black Queen | Blastaar,"22807, 22808"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,50,2,Caught in a Whirlwind | Mimic,"22809, 22810"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,51,2,Combat for a Kingdom | Mr. Fantastic,"22811, 22812"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,52,2,Cosmic Chess Game | Mole Man,"22813, 22814"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,53,2,Death of Elektra | Moondragon,"22815, 22816"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,54,2,Defeated by The Kingpin | Morbius,"22817, 22818"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,55,2,Destroy All Vampires! | Mystique,"22819, 22820"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,56,2,Fight for Freedom | Nick Fury: Punisher,"22821, 22822"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,57,2,For the Power Cosmic | Nightcrawler,"22823, 22824"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,58,2,Invasion of Avengers Mansion | Northstar,"22825, 22826"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,59,2,Life | Nova,"22827, 22828"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,6,2,Bullseye | The Blob,"22829, 22830"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,60,2,Magneto Strikes | Professor X,"22831, 22832"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,61,2,Psylocke | The Mandarin Strikes,"22833, 22834"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,62,2,Metal on Metal | The Punisher,"22835, 22836"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,63,2,Namor Takes His Bride | Pyro,"22837, 22838"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,64,2,Quasar | Rise of The Sinister Six,"22839, 22840"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,65,2,Quicksilver | Sound and Fury,"22841, 22842"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,66,2,Red Queen | Spider-Man vs. The Green Goblin,"22843, 22844"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,67,2,Red Skull | Stop the War,"22845, 22846"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,68,2,Rocket Racer | To Court Death,"22847, 22848"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,69,2,Rogue | To Rule the Morlocks,"22849, 22850"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,7,2,Cannonball | Dark Phoenix,"22851, 22852"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,70,2,Sabretooth | To Save the Earth,"22853, 22854"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,71,2,Sandman | Ultimate Battle,"22855, 22856"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,72,2,Scarlet Witch | Under Ultron's Control,"22857, 22858"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,73,2,Doc Ock Captured | The Scorpion,"22859, 22860"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,74,2,Doc Ock Mug Shot 1 | Sebastian Shaw,"22861, 22862"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,75,2,Doc Ock Mug Shot 2 | The Sentinel,"22863, 22864"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,76,2,Electro Captured | Shadowcat,"22865, 22866"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,77,2,Electro Mug Shot 1 | Shanna,"22867, 22868"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,78,2,Electro Mug Shot 2 | Shocker,"22869, 22870"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,79,2,Kraven Captured | Silver Surfer,"22871, 22872"
2008 Upper Deck Marvel Masterpieces Set 2,2008 Upper Deck Marvel Masterpieces Set 2 - 2008 Upper Deck Marvel Masterpieces Set 2,2834,8,2,Captain America | Death-Stalker,"22873, 22874"
