main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,match_tier,move_status,suggestion
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,2,Mini-Diamonds Refractor,1,78836,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,3,SuperFractor,1,78832,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,3,Mini-Diamonds Refractor,1,78833,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,3,Red Wave Refractor,1,78835,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,4,SuperFractor,1,78828,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,4,Mini-Diamonds Refractor,1,78839,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,4,Red Wave Refractor,1,78840,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,5,Mini-Diamonds Refractor,1,78842,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,5,Red Wave Refractor,1,78843,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,5,SuperFractor,1,78845,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,10,SuperFractor,1,78859,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#10 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,6,SuperFractor,1,78846,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,7,SuperFractor,1,78854,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,8,SuperFractor,1,78853,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Air Marvel Shadowbox,9,SuperFractor,1,78860,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#9 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,1,Orange Refractor,1,79229,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,1,Black Refractor,1,79233,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,1,SuperFractor,1,79239,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#1 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,1,Red Wave Refractor,1,79240,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,2,SuperFractor,1,78735,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,2,Orange Refractor,1,79226,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,2,Red Wave Refractor,1,79241,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,2,Black Refractor,1,79242,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,3,Orange Refractor,1,79219,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,3,Black Refractor,1,79232,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,3,SuperFractor,1,79248,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,3,Red Wave Refractor,1,79249,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,4,Orange Refractor,1,79220,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,4,SuperFractor,1,79243,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,4,Red Wave Refractor,1,79244,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,4,Black Refractor,1,79245,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,5,SuperFractor,1,79217,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,5,Black Refractor,1,79221,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,5,Red Wave Refractor,1,79223,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,5,Orange Refractor,1,79231,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,6,Orange Refractor,1,79230,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,6,SuperFractor,1,79250,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,7,Orange Refractor,1,79218,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,7,SuperFractor,1,79246,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,8,Orange Refractor,1,79225,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Future Stars,8,SuperFractor,1,79253,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,1,Black Refractor,1,79279,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,1,Refractor,1,79283,2025 Topps Chrome Marvel - Refractor,exact,target_occupied,"#1 in ""2025 Topps Chrome Marvel - Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,1,SuperFractor,1,79305,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#1 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,1,Red Wave Refractor,1,79307,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,2,Black Refractor,1,79269,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,2,Refractor,1,79272,2025 Topps Chrome Marvel - Refractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,2,Red Wave Refractor,1,79288,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,2,SuperFractor,1,79301,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,3,Refractor,1,79275,2025 Topps Chrome Marvel - Refractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,3,Red Wave Refractor,1,79286,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,3,SuperFractor,1,79308,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,3,Black Refractor,1,79310,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,4,Refractor,1,79280,2025 Topps Chrome Marvel - Refractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,4,Black Refractor,1,79285,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,4,SuperFractor,1,79290,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,4,Red Wave Refractor,1,79293,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,5,Refractor,1,79281,2025 Topps Chrome Marvel - Refractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,5,SuperFractor,1,79289,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,5,Red Wave Refractor,1,79291,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Galactic Legends,5,Black Refractor,1,79294,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
